,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_bins,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
5363,783500283,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,5,3,2,29100,1228,27872,0.722,5041,74,0.805,0.042,60대 이상,0.00015435,0.99985
5364,802247658,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699,2422,277,0.773,2599,43,0.433,0.897,50대,0.99832,0.00168378
5365,795573333,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376,1165,7211,0.888,4142,67,0.634,0.139,40대,6.92E-05,0.99993
5366,721366308,Existing Customer,50,M,3,Unknown,Single,$40K - $60K,Blue,39,4,3,1,13509,2060,11449,0.729,3702,64,0.829,0.152,50대,0.00012373,0.99988
5367,720377433,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,2396,2217,179,0.978,4593,74,0.721,0.925,30대,0.00033886,0.99966
5368,711243108,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964,2207,16757,0.625,3835,78,0.625,0.116,50대,0.00041087,0.99959
5369,789351783,Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114,1618,496,0.664,4518,88,0.692,0.765,40대,0.00011751,0.99988
5370,719699208,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,4,1623,729,894,0.886,4423,65,0.806,0.449,30대,0.0005564,0.99944
5371,720774183,Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,6,2,1,2579,1959,620,0.618,4300,69,0.683,0.76,40대,6.26E-05,0.99994
5372,713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965,0.738,2042,40,0.481,0.412,40대,0.99709,0.0029104
5373,715547058,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089,0,2089,0.871,2707,51,0.5,0,30대,0.99775,0.00225216
5374,815596608,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866,921,1945,0.654,4615,72,0.6,0.321,40대,9.83E-05,0.9999
5375,718921683,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738,1835,7903,0.763,4816,49,0.885,0.188,40대,0.00027529,0.99972
5376,720031908,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,5,1,1,4370,0,4370,0.791,4326,74,0.721,0,50대,4.81E-05,0.99995
5377,716716083,Existing Customer,58,M,3,Unknown,Single,$80K - $120K,Blue,36,6,2,3,3355,1878,1477,0.725,4578,84,0.953,0.56,50대,0.00021834,0.99978
5378,819969933,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,4,2,2,5070,0,5070,0.67,4193,67,0.811,0,40대,0.00011065,0.99989
5379,714382608,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,0,2572,1161,1411,0.569,4315,85,0.518,0.451,30대,4.20E-05,0.99996
5380,720092283,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,4,2,3,2016,978,1038,0.736,4379,78,0.95,0.485,40대,0.00019864,0.9998
5381,720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552,2517,1035,0.865,2665,36,0.333,0.709,50대,0.99073,0.00927
5382,718508883,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325,238,2087,0.64,2306,47,0.621,0.102,40대,0.99711,0.00288892
5383,708794133,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533,2136,397,0.757,3197,50,1.174,0.843,40대,0.00016112,0.99984
5384,713447583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816,0.824,5480,58,0.933,0.531,40대,0.00018145,0.99982
5385,716107158,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983,431,3552,0.887,3098,46,0.438,0.108,30대,0.99576,0.00424232
5386,712713108,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,36,6,2,3,2035,1883,152,0.955,4802,85,0.604,0.925,60대 이상,0.00016428,0.99984
5387,719245083,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773,1539,234,0.893,4087,74,0.762,0.868,50대,0.000498,0.9995
5388,708269583,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029,1377,652,0.838,4014,86,0.686,0.679,40대,0.00034841,0.99965
5389,720234708,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490,0,15490,0.742,2429,50,0.471,0,40대,0.99431,0.00569
5390,709436883,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941,1619,1322,0.9,5000,87,0.673,0.55,50대,0.00011703,0.99988
5391,714140133,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,2314,1547,767,0.804,4678,74,1,0.669,40대,5.78E-05,0.99994
5392,716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212,2517,1695,0.718,2725,41,0.519,0.598,40대,0.98667,0.01333
5393,715031433,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,6248,1493,4755,0.597,4664,60,0.579,0.239,50대,0.00030251,0.9997
5394,810667158,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,3,1,1,2430,974,1456,0.677,4344,75,0.596,0.401,40대,3.23E-05,0.99997
5395,715253433,Existing Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,38,5,2,3,5543,1372,4171,0.744,5266,79,0.795,0.248,40대,0.00022068,0.99978
5396,809937933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,4,3,2,2470,2013,457,0.97,4384,82,1,0.815,40대,0.00018665,0.99981
5397,708997833,Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,5,3,1,3255,603,2652,0.617,4045,62,0.824,0.185,40대,0.00016463,0.99984
5398,718296558,Attrited Customer,44,F,4,Unknown,Married,$40K - $60K,Blue,31,4,3,5,1691,1327,364,0.774,2345,33,0.435,0.785,40대,0.99903,0.00097
5399,780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229,0,18229,0.544,2060,39,0.625,0,40대,0.99799,0.00201294
5400,708754833,Existing Customer,48,F,3,Uneducated,Single,Unknown,Blue,40,3,4,4,2827,1182,1645,0.902,4583,72,1,0.418,40대,0.00066526,0.99933
5401,788638908,Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,4,2,4,2351,2127,224,0.703,4278,71,0.821,0.905,40대,0.00032656,0.99967
5402,715607958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,4202,2201,2001,0.714,4385,78,0.66,0.524,40대,9.26E-05,0.99991
5403,708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Blue,36,6,3,2,4712,0,4712,0.84,4216,82,0.64,0,40대,0.00016413,0.99984
5404,716357058,Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,3,1,2611,787,1824,0.298,2955,56,0.6,0.301,50대,0.00011574,0.99988
5405,714569958,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,28,6,2,1,3206,2459,747,0.696,3852,65,0.625,0.767,30대,7.54E-05,0.99992
5406,716822583,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,4,2,3,5245,802,4443,0.504,3648,74,0.574,0.153,30대,0.0001861,0.99981
5407,721109358,Existing Customer,39,M,3,High School,Married,$60K - $80K,Blue,27,6,2,1,2583,0,2583,0.781,4162,87,0.812,0,30대,6.92E-05,0.99993
5408,827635083,Existing Customer,59,F,0,Graduate,Unknown,Unknown,Blue,55,4,3,3,1438.3,755,683.3,0.62,4222,75,0.744,0.525,50대,0.0002596,0.99974
5409,715492983,Existing Customer,40,M,3,Post-Graduate,Married,$120K +,Blue,36,4,2,4,7464,2517,4947,0.9,4348,62,0.879,0.337,40대,0.00039871,0.9996
5410,712234308,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,36,6,1,2,4928,1805,3123,0.641,4767,90,0.698,0.366,50대,5.72E-05,0.99994
5411,708334158,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,4,2,4,9863,686,9177,0.581,3068,58,0.933,0.07,40대,0.00033886,0.99966
5412,812488608,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,6,1,3,5024,2209,2815,0.66,4908,73,0.659,0.44,40대,9.35E-05,0.99991
5413,793345008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,3,1438.3,0,1438.3,0.801,4287,80,0.667,0,40대,9.88E-05,0.9999
5414,715487733,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1452,0,1452,0.553,2287,42,0.5,0,40대,0.99686,0.00314112
5415,788856408,Existing Customer,50,F,5,Uneducated,Married,Unknown,Blue,34,5,5,2,3317,1041,2276,0.923,4264,75,1.027,0.314,50대,0.00021326,0.99979
5416,708154833,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564,30대,0.99671,0.00329379
5417,721147383,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,22,4,2,4,2448,1740,708,0.901,4087,81,0.841,0.711,30대,0.00031746,0.99968
5418,803973483,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,44,4,2,4,1546,0,1546,0.793,4496,83,0.66,0,40대,0.00037246,0.99963
5419,788941983,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013,0,2013,0.602,2425,50,0.923,0,30대,0.9912,0.0088
5420,715603233,Existing Customer,53,F,3,Uneducated,Married,$40K - $60K,Blue,42,6,1,2,2293,1460,833,0.658,4436,74,0.542,0.637,50대,5.88E-05,0.99994
5421,709945458,Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,3,1,1,1438.3,512,926.3,0.776,4791,82,0.708,0.356,50대,3.54E-05,0.99996
5422,714614133,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,2819,0,2819,0.4,2128,39,0.444,0,50대,0.99711,0.00288892
5423,768167358,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702,1018,684,0.645,4301,86,0.72,0.598,30대,0.0001007,0.9999
5424,737967708,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,45,5,1,1,1611,938,673,0.601,4087,86,0.911,0.582,50대,3.43E-05,0.99997
5425,712920633,Existing Customer,49,F,2,Unknown,Married,$40K - $60K,Blue,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0,40대,3.65E-05,0.99996
5426,780373233,Existing Customer,39,F,4,Unknown,Single,Less than $40K,Blue,29,5,3,0,2863,1940,923,0.823,4985,90,0.636,0.678,30대,7.65E-05,0.99992
5427,721384308,Existing Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,1,4,3272,2323,949,1.123,4763,86,0.593,0.71,30대,0.00015252,0.99985
5428,712242633,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,6,1,4,2677,2517,160,0.609,3911,76,0.81,0.94,40대,0.00017371,0.99983
5429,713610933,Existing Customer,40,F,2,Uneducated,Married,Less than $40K,Blue,26,3,2,1,2708,0,2708,0.572,4277,90,0.636,0,40대,7.06E-05,0.99993
5430,714257958,Existing Customer,41,F,3,Doctorate,Single,Less than $40K,Blue,31,4,2,1,1738,0,1738,0.654,4220,68,0.889,0,40대,0.00010307,0.9999
5431,772172883,Existing Customer,46,F,2,Uneducated,Unknown,$40K - $60K,Blue,35,6,2,1,6145,1349,4796,0.971,4893,93,0.824,0.22,40대,7.06E-05,0.99993
5432,720204558,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,4,1,3,1640,999,641,0.811,4597,77,0.878,0.609,40대,9.01E-05,0.99991
5433,779635533,Existing Customer,38,F,3,Graduate,Single,Unknown,Blue,21,5,1,3,2348,1028,1320,0.469,5125,71,0.578,0.438,30대,9.61E-05,0.9999
5434,804658833,Existing Customer,53,F,3,Unknown,Married,Less than $40K,Blue,48,5,1,2,1657,0,1657,0.664,4068,73,0.622,0,50대,6.28E-05,0.99994
5435,756691608,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,30,5,3,3,4554,780,3774,0.658,4816,81,0.588,0.171,30대,0.0003139,0.99969
5436,806219808,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47,5,6,3,5119,1972,3147,0.835,5146,88,0.956,0.385,50대,0.00024092,0.99976
5437,826266483,Existing Customer,39,F,2,College,Single,Unknown,Blue,35,6,2,2,10600,598,10002,0.843,4586,81,0.929,0.056,30대,0.00011066,0.99989
5438,775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769,901,19868,0.371,1835,43,0.72,0.043,40대,0.99842,0.00158385
5439,787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116,981,6135,0.858,4748,85,0.735,0.138,50대,6.62E-05,0.99993
5440,803205258,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45,4,3,4,2420,2379,41,0.741,4348,86,0.955,0.983,50대,0.00053543,0.99946
5441,716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082,805,1277,1.049,4383,75,0.875,0.387,50대,0.00029799,0.9997
5442,708837858,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,5,2,2,2718,1718,1000,0.679,4423,68,0.619,0.632,40대,0.00017274,0.99983
5443,828227433,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,6,2,4,5626,778,4848,1.009,4957,84,1.049,0.138,50대,0.00031746,0.99968
5444,714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920,0,2920,0.516,2306,39,0.625,0,40대,0.99556,0.00443518
5445,711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526,489,6037,0.678,2331,45,0.452,0.075,50대,0.99547,0.00453431
5446,787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793,792,1001,0.723,2374,40,0.429,0.442,30대,0.99046,0.00954
5447,714036258,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2798,1963,835,0.805,4255,64,0.561,0.702,40대,0.00018025,0.99982
5448,788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427,1581,846,0.694,3857,69,0.816,0.651,50대,0.00050163,0.9995
5449,773108958,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011,2138,873,0.565,4439,75,0.875,0.71,50대,3.42E-05,0.99997
5450,782437008,Existing Customer,41,F,3,College,Married,Unknown,Blue,35,6,2,4,2255,1769,486,0.767,4717,83,0.804,0.784,40대,0.00032945,0.99967
5451,710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479,0,6479,0.946,2539,42,0.5,0,40대,0.99801,0.00198853
5452,827423433,Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492,1399,6093,0.533,3668,67,0.675,0.187,40대,0.00016574,0.99983
5453,756919683,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41,6,1,3,3632,1294,2338,0.924,4339,86,0.686,0.356,40대,0.00010183,0.9999
5454,779219208,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,28,5,1,3,1744,0,1744,0.702,4811,86,0.686,0,30대,9.01E-05,0.99991
5455,712342833,Existing Customer,52,F,2,Graduate,Married,Unknown,Blue,36,5,3,1,5905,2248,3657,0.728,4042,80,0.86,0.381,50대,0.00010848,0.99989
5456,721121283,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573,1280,1293,0.718,4289,81,0.841,0.497,30대,0.00015804,0.99984
5457,790006383,Existing Customer,45,M,0,Unknown,Married,$80K - $120K,Blue,37,4,3,2,9654,2035,7619,0.648,4221,67,0.634,0.211,40대,0.00016966,0.99983
5458,756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,4,2,2,1605,0,1605,0.637,4418,68,0.659,0,40대,0.00011937,0.99988
5459,717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195,2389,7806,0.427,1563,36,0.44,0.234,40대,0.99164,0.00836
5460,716614683,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516,1255,33261,0.731,3847,73,0.698,0.036,40대,0.00012608,0.99987
5461,789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573,0,10573,0.794,2237,43,0.387,0,40대,0.99686,0.00314112
5462,740784258,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789,1088,701,0.683,4191,90,0.525,0.608,40대,0.00029411,0.99971
5463,711336033,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,7595,1032,6563,1.035,4080,72,0.8,0.136,20대,0.00016966,0.99983
5464,768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272,1896,1376,0.725,4220,74,0.897,0.579,50대,6.69E-05,0.99993
5465,717179508,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,6,1,3,2382,1565,817,0.73,4011,68,0.838,0.657,30대,7.95E-05,0.99992
5466,716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981,1448,533,0.723,4639,61,0.743,0.731,50대,0.00015426,0.99985
5467,783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,2,22294,0,22294,0.647,3444,71,0.614,0,50대,0.00013393,0.99987
5468,769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574,1555,1019,0.583,4134,62,0.55,0.604,40대,0.00052608,0.99947
5469,789396783,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112,1109,1003,0.693,4729,78,0.733,0.525,30대,0.00043049,0.99957
5470,709310433,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,3,2,2,5441,812,4629,0.534,4480,76,0.551,0.149,60대 이상,0.00010736,0.99989
5471,713094483,Existing Customer,43,F,3,Unknown,Married,$40K - $60K,Blue,32,3,2,4,4391,0,4391,0.757,4741,78,0.814,0,40대,0.00037246,0.99963
5472,770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,3,2,3044,1865,1179,0.852,4854,85,1.024,0.613,40대,0.00018054,0.99982
5473,712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,3,3,2,2721,2159,562,0.846,4578,81,0.653,0.793,50대,0.00016413,0.99984
5474,768475383,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467,0,4467,0.888,4007,74,0.542,0,60대 이상,5.20E-05,0.99995
5475,779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033,0,5033,0.597,4054,82,0.822,0,40대,9.45E-05,0.99991
5476,711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,5,1,2,8604,1075,7529,0.464,4705,65,0.806,0.125,60대 이상,5.03E-05,0.99995
5477,713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325,1662,663,0.8,4471,83,0.804,0.715,40대,0.00017486,0.99983
5478,711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758,1429,1329,0.718,5124,74,0.644,0.518,60대 이상,0.00037564,0.99962
5479,789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705,850,8855,0.481,2001,34,0.889,0.088,40대,0.00010684,0.99989
5480,708393633,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685,1647,1038,0.812,4625,94,0.516,0.613,40대,0.00027243,0.99973
5481,708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694,1923,771,0.714,3837,71,0.732,0.714,60대 이상,0.00017488,0.99983
5482,717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554,412,1142,0.568,2341,43,0.483,0.265,40대,0.9949,0.0051
5483,788866983,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0,60대 이상,6.47E-05,0.99994
5484,751283658,Existing Customer,42,F,4,Unknown,Single,$40K - $60K,Blue,35,4,3,3,1786,1316,470,0.704,4306,73,1.086,0.737,40대,0.00034872,0.99965
5485,718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,3,4,2648,0,2648,0.715,3880,74,0.721,0,40대,0.00062998,0.99937
5486,779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477,2123,354,0.699,4349,69,0.725,0.857,40대,0.00011811,0.99988
5487,794866983,Existing Customer,51,F,1,Doctorate,Married,Unknown,Blue,45,6,2,1,7336,1031,6305,0.658,3812,67,0.675,0.141,50대,9.32E-05,0.99991
5488,711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516,1396,33120,0.688,3748,62,0.938,0.04,40대,0.00027574,0.99972
5489,788552658,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479,1759,720,0.81,4562,86,0.72,0.71,40대,0.00011697,0.99988
5490,715415508,Existing Customer,42,F,4,Graduate,Single,Unknown,Blue,36,3,3,3,9396,1870,7526,0.714,4301,71,0.651,0.199,40대,0.00031726,0.99968
5491,719962458,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34,3,2,2,2561,1491,1070,0.733,4869,70,0.522,0.582,40대,0.00011382,0.99989
5492,712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020,0,4020,0.563,1952,39,0.345,0,40대,0.99466,0.00534
5493,717410508,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Silver,30,4,3,4,25856,1281,24575,0.975,3303,70,0.795,0.05,40대,0.00053179,0.99947
5494,711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398,1581,5817,0.428,4311,73,0.921,0.214,50대,0.00021738,0.99978
5495,709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516,1802,32714,0.912,4544,80,0.569,0.052,50대,0.00047034,0.99953
5496,810493458,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47,6,1,3,4058,1349,2709,0.723,4388,72,0.6,0.332,50대,8.94E-05,0.99991
5497,720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,4,3,3,3042,0,3042,0.578,4781,79,0.756,0,50대,0.00029411,0.99971
5498,717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688,1617,1071,0.552,4183,71,0.614,0.602,60대 이상,0.00010386,0.9999
5499,713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388,0,3388,0.368,1959,52,0.857,0,30대,0.997,0.00299743
5500,715659333,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,3,2,4902,2517,2385,0.982,4508,69,0.643,0.513,40대,0.00018339,0.99982
5501,712414908,Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37,4,2,1,3241,0,3241,0.629,4992,80,0.739,0,40대,7.91E-05,0.99992
5502,720175008,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069,1843,3226,0.826,4055,66,0.692,0.364,40대,0.00022869,0.99977
5503,719876808,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,2,3,13625,0,13625,0.93,3902,62,0.632,0,40대,0.00021834,0.99978
5504,713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766,0,8766,0.702,2263,35,0.522,0,40대,0.99529,0.00470647
5505,708360108,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800,1338,1462,0.818,4869,90,0.8,0.478,50대,3.03E-05,0.99997
5506,720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005,1994,7011,0.919,5223,89,0.712,0.221,30대,0.00019396,0.99981
5507,716631708,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,4,3,1,2713,1990,723,0.7,4027,67,0.634,0.734,50대,0.00010545,0.99989
5508,713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0,50대,0.99652,0.00348354
5509,710506683,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,3,1,0,1746,0,1746,0.763,4543,75,0.974,0,40대,2.07E-05,0.99998
5510,712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930,1901,1029,0.638,4041,75,0.596,0.649,40대,0.00055052,0.99945
5511,718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2178,1455,723,1.001,5363,76,0.81,0.668,40대,0.00016574,0.99983
5512,709169133,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0,30대,9.90E-05,0.9999
5513,718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,3,2,2021,1281,740,0.847,4642,97,0.672,0.634,40대,0.00022196,0.99978
5514,809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217,0.729,2650,43,0.483,0.339,50대,0.99794,0.00205937
5515,778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284,1144,17140,0.767,4846,92,0.736,0.063,40대,0.00011811,0.99988
5516,712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516,1642,32874,0.891,4161,71,0.868,0.048,40대,0.00021307,0.99979
5517,716915133,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,5,3,4,1696,0,1696,0.666,4397,70,0.628,0,40대,0.00056716,0.99943
5518,771403008,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,1,3,7215,0,7215,0.829,4409,75,0.974,0,50대,9.26E-05,0.99991
5519,787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793,1284,509,0.902,3989,62,0.938,0.716,50대,4.73E-05,0.99995
